"Fecha" "Hora" "TempFondo" "TempEntrada" "TempMedio" "CO2Fondo" "CO2Medio" "CO2Entrada" "HRFondo" "HRMedio" "HREntrada" "ConsumoUE03" "Dia" "TipoDia"
"22/10/2014" "17:00" 25.89 26.81 24.85 877.08 749.78 725.35 44.78 53.57 46.75 3.58 "Miércoles" "Laborable"
"22/10/2014" "18:00" 25.85 26.43 24.66 863.15 803.7 727.23 44.69 52.49 46.04 3.58 "Miércoles" "Laborable"
"22/10/2014" "19:00" 25.38 25.41 24.33 760.16 794.23 635.59 47.39 51.91 47.85 1.56 "Miércoles" "Laborable"
"23/10/2014" "9:00" 24.59 25.66 24.44 718.43 757.25 603.52 52.04 52.56 49.35 0.27 "Jueves" "Laborable"
"23/10/2014" "10:00" 24.74 25.76 24.57 736.28 824.72 707.95 47.68 50.63 47.83 0.27 "Jueves" "Laborable"
"23/10/2014" "11:00" 25.06 26.01 24.63 816.13 913.29 765.15 48.63 51.55 48.43 0.27 "Jueves" "Laborable"
"23/10/2014" "12:00" 25.5 26.47 24.9 773.04 920.98 780.99 47 51.05 47.67 7 "Jueves" "Laborable"
"23/10/2014" "13:00" 25.91 27.06 25.2 727.23 924.83 780.42 45.82 51.08 47.1 0.89 "Jueves" "Laborable"
"23/10/2014" "14:00" 25.09 26.49 24.67 834.21 848.58 718.95 44.56 49.49 44.94 3.7 "Jueves" "Laborable"
"23/10/2014" "15:00" 24.97 26.5 24.52 859.75 796.44 773.9 44.91 49.95 45.24 2.76 "Jueves" "Laborable"
"23/10/2014" "16:00" 25.02 26.42 24.43 884.69 797.61 805.46 43.01 49.74 44.35 3.64 "Jueves" "Laborable"
"23/10/2014" "17:00" 25.17 26.24 24.31 1004.44 866.39 906.52 43.26 50.98 44.93 3.6 "Jueves" "Laborable"
"23/10/2014" "18:00" 25.01 25.58 24.1 1062.64 1011.79 962.82 43.93 51.43 45.74 2.97 "Jueves" "Laborable"
"23/10/2014" "19:00" 24.95 25.34 24.22 914.16 865.98 795.83 50.78 53.5 50.11 0.61 "Jueves" "Laborable"
"24/10/2014" "9:00" 24.81 25.44 24.48 768.22 785 613.61 56.82 55.6 52.97 7 "Viernes" "Laborable"
"24/10/2014" "10:00" 25.3 25.57 24.66 864.21 850.36 680.95 55.87 55.65 53.06 0.26 "Viernes" "Laborable"
"24/10/2014" "11:00" 25.7 25.93 25.06 853.79 882.05 718.08 54.52 55.27 52.76 0.26 "Viernes" "Laborable"
"24/10/2014" "12:00" 26.14 26.62 25.42 676.04 899.61 816.8 52.82 54.87 51.89 0.26 "Viernes" "Laborable"
"24/10/2014" "13:00" 26.3 26.9 25.52 848.17 951.99 829.26 50.21 53.67 49.59 2.4 "Viernes" "Laborable"
"24/10/2014" "14:00" 25.32 25.76 24.68 937.37 938.16 814.48 45.47 51.49 46.83 3.61 "Viernes" "Laborable"
"24/10/2014" "15:00" 25.13 25.49 24.33 1028.93 994.33 898.68 44.58 50.19 46.34 3.41 "Viernes" "Laborable"
"24/10/2014" "16:00" 24.94 24.69 24.08 1110.75 1087.9 940.98 45.34 49.55 47.89 2.54 "Viernes" "Laborable"
"24/10/2014" "17:00" 24.86 24.59 24.05 939.68 942.31 765.53 49.76 51.87 50.52 1.36 "Viernes" "Laborable"
"24/10/2014" "18:00" 24.97 25.2 24.28 664.25 640.04 426.93 53.62 54.21 51.71 0.3 "Viernes" "Laborable"
"24/10/2014" "19:00" 25.2 25.5 24.58 532.03 549.08 359.19 53.28 53.92 51.44 0.16 "Viernes" "Laborable"
"27/10/2014" "9:00" 23.82 25.11 23.88 622.65 706.11 603.84 56.62 55.17 52.69 0.3 "Lunes" "Laborable"
"27/10/2014" "10:00" 24.5 25.54 24.12 731.27 783.43 545.27 55.82 55.23 51.52 0.3 "Lunes" "Laborable"
"27/10/2014" "11:00" 25.01 26.05 24.4 769.85 766.12 518.15 55.36 55.43 51.09 0.3 "Lunes" "Laborable"
"27/10/2014" "12:00" 25.71 26.72 24.82 681.68 741.17 603.38 54.8 55.61 50.93 0.3 "Lunes" "Laborable"
"27/10/2014" "13:00" 26.48 27.24 25.1 692.85 605.22 445.82 53.13 54.55 49.48 0.3 "Lunes" "Laborable"
"27/10/2014" "14:00" 26.99 27.72 25.42 528.84 559.89 427.7 49.58 53.22 48.08 0.65 "Lunes" "Laborable"
"27/10/2014" "15:00" 26.51 27.17 24.69 698.27 761.72 613.35 45.18 50.39 45.64 3.59 "Lunes" "Laborable"
"27/10/2014" "16:00" 26.3 26.84 24.73 784.44 767.96 655.26 43.09 49.36 44.67 3.6 "Lunes" "Laborable"
"27/10/2014" "17:00" 26.21 26.22 24.73 863.56 810.9 739.3 44.42 50.09 46.18 1.2 "Lunes" "Laborable"
"27/10/2014" "18:00" 26.56 26.61 25.13 836.23 826.02 654.9 48.26 52.42 48.59 0.3 "Lunes" "Laborable"
"27/10/2014" "19:00" 26.5 26.8 25.38 604.66 662.92 449.12 50.12 53.09 49.54 0.3 "Lunes" "Laborable"
"28/10/2014" "9:00" 25.58 26.36 25.23 615.95 689.41 494.61 51.85 53.12 49.46 0.3 "Martes" "Laborable"
"28/10/2014" "10:00" 25.96 26.57 25.45 708.54 697.75 477.23 51.18 52.58 48.93 0.3 "Martes" "Laborable"
"28/10/2014" "11:00" 26.47 27.08 25.83 628.43 711.67 683.74 49.53 52.55 49.67 0.3 "Martes" "Laborable"
"28/10/2014" "12:00" 26.99 27.58 26.06 752.1 846.48 822.24 49.27 52.91 49.59 0.3 "Martes" "Laborable"
"28/10/2014" "13:00" 27.64 28.39 26.57 664.05 815.05 804.33 47.59 52.56 48.55 0.5 "Martes" "Laborable"
"28/10/2014" "14:00" 26.72 27.98 26.08 819.27 805.78 740.65 42.29 49.1 44.04 3.83 "Martes" "Laborable"
"28/10/2014" "15:00" 26.2 27.42 25.59 868.7 841.85 765.04 41.62 47.85 43.39 3.64 "Martes" "Laborable"
"28/10/2014" "16:00" 26.09 27.1 25.51 952.77 895.25 852.35 41.02 47.96 43.67 3.6 "Martes" "Laborable"
"28/10/2014" "17:00" 26.06 26.81 25.32 986.21 994.19 824.5 40.92 46.92 43.57 3.62 "Martes" "Laborable"
"28/10/2014" "18:00" 25.74 25.66 24.92 827.47 864.26 676.28 40.62 46.42 44.3 3.55 "Martes" "Laborable"
"28/10/2014" "19:00" 25.01 24.9 24.56 677.21 684.16 522.54 43.01 47.74 46.26 1.26 "Martes" "Laborable"
"29/10/2014" "9:00" 24.87 25.92 24.83 690.98 807.93 689.64 51.98 52.84 50.34 0.3 "Miércoles" "Laborable"
"29/10/2014" "10:00" 24.93 25.93 24.7 835 870.31 711.56 51.57 52.89 49.92 5 "Miércoles" "Laborable"
"29/10/2014" "11:00" 24.89 25.78 24.58 761.79 795.12 603.02 51.85 52.94 50.16 1.23 "Miércoles" "Laborable"
"29/10/2014" "12:00" 24.86 25.8 24.54 681.34 734.59 580.39 52.19 53.57 50.59 1.13 "Miércoles" "Laborable"
"29/10/2014" "13:00" 24.94 25.76 24.37 779.3 770.72 675.07 50.59 53.34 49.58 2.33 "Miércoles" "Laborable"
"29/10/2014" "14:00" 25.37 26.27 24.65 548.35 646.09 609.43 53.52 54.69 51.68 0.39 "Miércoles" "Laborable"
"29/10/2014" "15:00" 25.94 27.17 25.09 760.11 736.29 664.57 50.72 53.83 48.87 2.25 "Miércoles" "Laborable"
"29/10/2014" "16:00" 25.96 27.01 24.99 1006.56 982.25 856.66 46.34 50.81 46.33 2.83 "Miércoles" "Laborable"
"29/10/2014" "17:00" 25.95 26.78 24.93 985.89 977.66 868.54 45.01 50.09 45.91 2.71 "Miércoles" "Laborable"
"29/10/2014" "18:00" 25.9 26.13 24.79 893.49 881.29 770.6 48.35 51.37 48.77 1.44 "Miércoles" "Laborable"
"29/10/2014" "19:00" 25.8 26.1 24.9 713.71 700.45 568.85 52.14 53.49 50.88 0.15 "Miércoles" "Laborable"
"30/10/2014" "9:00" 24.24 25.61 24.44 455.04 588.82 539.45 51.5 52.5 50.3 0.3 "Jueves" "Laborable"
"30/10/2014" "10:00" 24.84 26.01 24.66 487.32 652.66 623.78 50.22 52.39 49.96 0.31 "Jueves" "Laborable"
"30/10/2014" "11:00" 25.45 26.38 24.94 469.05 693.1 614.45 50.01 52.59 49.5 0.31 "Jueves" "Laborable"
"30/10/2014" "12:00" 25.89 27.03 25.21 611.61 742.06 665.27 50.09 52.87 48.9 1.13 "Jueves" "Laborable"
"30/10/2014" "13:00" 25.93 27.13 24.95 734.41 739.92 631 50.51 53.46 48.76 2 "Jueves" "Laborable"
"30/10/2014" "14:00" 25.93 27.15 24.86 672.6 699.83 562.98 48.83 52.53 47.47 2.49 "Jueves" "Laborable"
"30/10/2014" "15:00" 25.99 27.15 24.85 686.27 687.26 581.37 45.12 50.93 45.59 3.8 "Jueves" "Laborable"
"30/10/2014" "16:00" 26.06 27.2 24.94 852.44 741.88 738.87 42.55 50.11 44.17 3.39 "Jueves" "Laborable"
"30/10/2014" "17:00" 26.23 27.11 25.02 871.33 744.91 766.61 42.44 50.35 44.71 3.5 "Jueves" "Laborable"
"30/10/2014" "18:00" 25.96 26.25 24.74 887.57 806.26 786.66 44.95 51.69 46.85 2.4 "Jueves" "Laborable"
"30/10/2014" "19:00" 25.84 26.12 24.79 665.63 641.16 546.18 52.68 54.62 51.81 0.34 "Jueves" "Laborable"
"31/10/2014" "9:00" 24.92 26.12 24.75 483.44 625.91 564.34 46.36 50.15 47.96 0.31 "Viernes" "Laborable"
"31/10/2014" "10:00" 25.52 26.37 24.96 567.2 663.2 579.97 46.29 50.26 47.65 0.31 "Viernes" "Laborable"
"31/10/2014" "11:00" 25.82 26.55 25.1 552.1 634.21 537.38 46.67 50.52 47.66 0.54 "Viernes" "Laborable"
"31/10/2014" "12:00" 25.99 26.53 24.89 672.34 674.37 546 47.87 51.6 48.31 7 "Viernes" "Laborable"
"31/10/2014" "13:00" 25.94 26.27 24.6 662.86 698.94 548.43 49.04 52.92 49.51 1.31 "Viernes" "Laborable"
"31/10/2014" "14:00" 26.02 26.29 24.7 609.13 646.39 504.87 50.18 53.59 50.1 0.33 "Viernes" "Laborable"
"31/10/2014" "15:00" 26.67 26.81 25.12 713.15 805.97 588.26 50.19 53.92 50.03 0.3 "Viernes" "Laborable"
"31/10/2014" "16:00" 27 27.04 25.58 765.64 790.4 629.26 50.66 54.02 50.63 0.3 "Viernes" "Laborable"
"31/10/2014" "17:00" 27.2 27.02 25.87 734.95 770.48 703.61 51.72 54.95 52.74 0.3 "Viernes" "Laborable"
"31/10/2014" "18:00" 26.69 26.73 25.72 666.46 706.3 580.59 53.59 55.32 52.85 0.3 "Viernes" "Laborable"
"31/10/2014" "19:00" 26.01 26.36 25.41 522.27 597.42 475.66 54.92 54.95 52.42 0.3 "Viernes" "Laborable"
